Label,name,price,brand,ingredients
Moisturizer,BB Cushion Hydra Radiance SPF 50,38,LANEIGE,"['caprylyl methicone', 'dimethicon/ppg-20 crosspolymer', 'glycerin', 'propanediol', 'sodium polyacrylate', 'leontopodium alpinum callus culture extract', 'n-acetyl-d-glucosamine-6-phosphate disodium salt', 'proline', 'alanine', 'serine', 'glucose', 'xylitol', 'xylitylglucoside', 'anhydroxylitol', 'adansonia digitata seed oil', 'polypodium vulgare rhizome extract', 'cetraria islandica thallus extract', 'sphagnum magellanicum extract', 'pseudoalteromonas extract', 'tocopherol', 'tocopheryl acetate', 'mangifera indica extract', 'orbignya oleifera seed oil', 'squalene', 'lecithin', 'hexamethyldisiloxane', 'trimethylsiloxysilicate', 'cyclopentasiloxane', 'dimethicon', 'polysilicone-11', 'dimethicon/vinyl dimethicon crosspolymer', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate', 'xanthan gum', 'caprylyl glycol', 'sodium benzoate', 'potassium sorbate', 'citric acid', 'sodium phosphate', 'sodium hydroxide', 'ethylhexyl glycerin', 'phenoxyethanol', 'chlorphenesin']"
Moisturizer,FUTURE RESPONSE Age Defense Creme,195,AMOREPACIFIC,"['capric triglyceride', 'glycerin', 'c12-15', 'cetearyl alcohol', 'glyceryl stearate se', 'betaine', 'butylene glycol', 'phenoxyethanol', 'benzyl alcohol', 'carbomer', 'butyrospermum parkii', 'sodium stearoyl glutamate', 'sodium hydroxide', 'ethylhexyl glycerin', 'sodium gluconate', 'tocopheryl acetate', 'dehydroacetic acid', 'hydrogenated lecithin', 'phenyl ethyl alcohol', 'acetyl hexapeptide-37', 'maltodextrin', 'pentapeptide-48']"
Moisturizer,THIRSTYMUD™ Hydrating Treatment,59,GLAMGLOW,"['cyclopentasiloxane', 'glycerin', 'butylene glycol', 'dimethicon', 'cetyl ethylhexanoate', 'squalene', 'disteardimonium hectorite', 'dimethicon', 'lauryl peg-9', 'ahnfeltia concinna extract', 'olea europaea fruit oil', 'caffeinee', 'whey protein', 'cholesterol', 'sodium hyaluronate', 'petrolatum', 'peg-150', 'sucrose', 'pyridoxine dipalmitate', 'linoleic acid', 'tocopheryl acetate', 'citric acid', 'polysilicone-11', 'propylene carbonate', 'glyceryl polymethacrylate', 'peg-8', 'aloe barbadenis extract', 'triticum vulgare bran extract', 'pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate', 'palmitoyl hexapeptide-12', 'sodium citrate', 'sodium hexametaphosphate', 'chlorphenesin', 'phenoxyethanol']"
Moisturizer,Honey Drop Lightweight Moisturizer with Echinacea GreenEnvy™,45,FARMACY,"['dimethicon', 'butylene glycol', 'glycerin', 'trisiloxane', 'trehalose', 'sucrose', 'ammonium acryloyldimethyltaurate/vp', 'hydroxyethyl urea', 'camellia sinensis extract', 'silybum marianum extract', 'betula alba bark extract', 'saccharomyces lysate extract', 'aloe barbadenis extract', 'thermus thermophillus ferment', 'caffeinee', 'sorbitol', 'palmitoyl hexapeptide-12', 'sodium hyaluronate', 'caprylyl glycol', 'oleth-10', 'sodium polyaspartate', 'saccharide isomerate', 'hydrogenated lecithin', 'tocopheryl acetate', 'acrylates/c10-30 alkyl', 'glyceryl polymethacrylate', 'tromethamine', 'peg-8', 'hexylene glycol', 'magnesium ascorbyl phosphate', 'disodium edta', 'bht', 'phenoxyethanol', 'red 4', 'yellow 5']"
Moisturizer,Water Drench Hyaluronic Cloud Cream,52,PETER THOMAS ROTH,"['glycerin', 'alcohol denat', 'dimethicon', 'isononyl isononanoate', 'silanetriol', 'carbomer', 'triethanolamine', 'dimethiconol', 'aloe barbadenis extract', 'sodium hyaluronate', 'silica dimethyl silylate', 'sodium hyaluronate', 'phyllostachys bambusoides extract', 'caprylyl glycol', 'tetrasodium edta', 'citric acid', 'biosaccharide', 'xanthan gum', 'panthenol', 'menthoxypropanediol', 'ethylhexyl palmitate', 'butylene glycol', 'hexylene glycol', 'tocopherol', 'potassium sorbate', 'sorbic acid', 'methylparaben', 'sodium benzoate', 'phenoxyethanol', 'chlorphenesin', 'ci 42090', 'linalool', 'limonene', 'parfum']"
Moisturizer,Vintage Single Extract Essence,145,AMOREPACIFIC,"['c12-15', 'capric triglyceride', 'glycerin', 'helianthus annuus seed oil', 'butylene glycol', 'glyceryl stearate', 'glyceryl behenate/eicosadioate', 'dicaprylyl carbonate', 'butyrospermum parkii', 'cetearyl alcohol', 'myristyl myristate', 'cetyl alcohol', 'ethoxydiglycol', 'phenyl trimethicone', 'stearic acid', 'avena sativa kernel extract', 'faex extract', 'algae extract', 'glycine soja extract', 'zea mays starch', 'olea europaea fruit oil', 'persea gratissima oil', 'sodium hyaluronate', 'dipotassium glycyrrhizate', 'tetrahexyldecyl ascorbate', 'tocopheryl acetate', 'linoleic acid', 'phospholipid', 'polysorbate 60', 'acrylamide/sodium', 'isohexadecane', 'glyceryl polymethacrylate', 'panthenol', 'simmondsia chinensis leaf extract', 'potassium jojobate', 'polysorbate 80', 'urea', 'glucosamine hcl', 'peg-8', 'bisabolol', 'sorbitan oleate', 'cetearyl methicone', 'dimethicon', 'palmitoyl oligopeptide', 'retinyl palmitate', 'allantoin', 'xanthan gum', 'disodium edta', 'bht', 'ethylhexyl glycerin', 'chlorphenesin', 'phenoxyethanol']"
Moisturizer,Confidence in a Cream™ Transforming Moisturizing Super Cream,48,IT COSMETICS,"['dimethicon', 'butyrospermum parkii', 'cetearyl alcohol', 'hydrogenated polyisobutene', 'trisiloxane', 'butylene glycol', 'glycerin', 'sucrose', 'isostearyl palmitate', 'peg-100 stearate', 'camellia sinensis extract', 'polygonum cuspidatum root extract', 'hordeum vulgare extract', 'triticum vulgare bran extract', 'cetearyl glucoside', 'camellia sinensis extract', 'aspalathus linearis leaf extract', 'saccharomyces lysate extract', 'ascophyllum nodosum extract', 'asparagopsis armata extract', 'camellia sinensis extract', 'algae extract', 'caffeinee', 'lactobacillus', 'sodium lauroyl', 'hydrogenated lecithin', 'polyethylene', 'glyceryl stearate', 'salicylic acid', 'sorbitol', 'methyl glucose sesquistearate', 'cholesterol', 'linoleic acid', 'glycine', 'inulin', 'tromethamine', 'decarboxy carnosine hcl', 'phytosphingosine', 'cetyl alcohol', 'tocopheryl acetate', 'bisabolol', 'squalene', 'hdi/trimethylol hexyllactone crosspolymer', 'behenyl alcohol', 'sodium hyaluronate', 'carbomer', 'silica', 'disodium edta', 'potassium sorbate', 'phenoxyethanol', 'ci 42090', 'ci 19140', 'ci 77289', 'titanium dioxide', 'ci 77019']"
Moisturizer,Black Tea Corset Cream Firming Moisturizer,95,FRESH,"['ethylhexyl hydroxystearate', 'capric triglyceride', 'glycerin', 'persea gratissima oil', 'pentylene glycol', 'cetearyl alcohol', 'helianthus annuus seed oil', 'sorbitol esters', 'rosa canina flower oil', 'peg-32', 'peg-6', 'peg-100 stearate', 'glyceryl stearate', 'dimethicon', 'panthenol', 'sodium polyacrylate', 'cetearyl glucoside', 'pentaerythrityl distearate', 'cetyl palmitate', '1,2-hexanediol', 'caprylyl glycol', 'glyceryl acrylate/acrylic acid copolymer', 'phenoxyethanol', 'butylphenyl methylpropional', 'polyquaternium-39', 'glycine soja extract', 'viola tricolor extract', 'tocopherol', 'disodium edta', 'hexyl cinnamal', 'moringa oleifera seed oil', 'maltodextrin', 'crithmum maritimum extract', 'citrus aurantium amara flower water', 'citronellol', 'helianthus annuus seed oil', 'alpha-isomethyl ionone', 'citric acid', 'linalool', 'ethylhexyl glycerin', 'benzyl alcohol', 'sodium benzoate', 'limonene', 'geraniol', 'farnesol', 'ascorbyl palmitate', 'parfum']"
Moisturizer,Crème Ancienne®,290,FRESH,"['glycerin', 'glyceryl stearate se', 'butyrospermum parkii', 'isononyl isononanoate', 'lauryl laurate', 'ethyl macadamiate', 'simmondsia chinensis leaf extract', 'oryza sativa bran', 'laminaria digitata extract', 'persea gratissima oil', 'sesamium indicum seed oil', 'triticum vulgare bran extract', 'persea gratissima oil', 'padina pavonica extract', 'corallina officinalis extract', 'acacia decurrens wax', 'rosa damascena', 'hexapeptide-9', 'phenoxyethanol', 'cetyl alcohol', 'potassium cetyl phosphate', 'sodium polyacrylate', 'butylene glycol', 'parfum', 'methylparaben', 'o-cymen-5-ol', 'glyceryl acrylate/acrylic acid copolymer', 'ethylparaben', 'disodium edta', 'tocopheryl linoleate', 'propylene glycol', 'glyceryl polyacrylate', 'propylparaben', 'hydroxyisohexyl 3-cyclohexene', 'butylphenyl methylpropional', 'linalool', 'tocopherol', 'citronellol', 'malic acid']"
Moisturizer,Hello FAB Coconut Skin Smoothie Priming Moisturizer,28,FIRST AID BEAUTY,"['helianthus annuus seed oil', 'glycerin', 'alcohol', 'glyceryl stearate citrate', 'cera alba', 'theobroma cacao extract', 'cetearyl alcohol', 'butyrospermum parkii', 'limonene', 'viola tricolor extract', 'rosmarinus officinalis extract', 'chamomilla recutita flower oil', 'calendula officinalis extract', 'lanolin', 'carrageenan', 'xanthan gum', 'lactic acid', 'glyceryl caprylate', 'parfum', 'linalool', 'geraniol', 'citral']"
Moisturizer,Secret Sauce Clinically Advanced Miraculous Anti-Aging Moisturizer,68,IT COSMETICS,"['ethylhexyl methoxycinnamate', 'c12-15', 'ethylhexyl salicylate', 'titanium dioxide', 'zinc oxide', 'caprylyl methicone', 'neopentyl glycol diheptanoate', 'butylene glycol', 'pentylene glycol', 'glycerin', 'polyglyceryl-10 pentastearate', 'hydrogenated lecithin', 'behenyl alcohol', 'peg-100 stearate', 'sucrose', 'laminaria saccharina extract', 'cucumis sativus extract', 'aloe barbadenis extract', 'hordeum vulgare extract', 'caffeinee', 'tocopheryl acetate', 'isohexadecane', 'lecithin', 'sodium stearoyl lactylate', 'propylene glycol dicoco-caprylate', 'sodium hyaluronate', 'helianthus annuus seed oil', 'trehalose', 'isostearic acid', 'polyhydroxystearic acid', 'polysorbate 80', 'dimethicon', 'xanthan gum', 'polyethylene', 'acrylamide/sodium', 'silica', 'disodium edta', 'tetrasodium edta', 'bht', 'phenoxyethanol', 'ci 77491', 'ci 77492', 'ci 77499', 'titanium dioxide']"
Moisturizer,Benefiance WrinkleResist24 Day Cream Broad Spectrum SPF 18,60,SHISEIDO,"['squalene', 'glycerin', 'propanediol', 'plukenetia volubilis oil', 'dicaprylyl carbonate', 'bakuchiol', 'phenoxyethanol', 'sodium caproyl prolinate', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate', 'carbomer', 'sodium hydroxide', 'ethylhexyl glycerin', 'sodium stearoyl glutamate', 'polysorbate 60', 'phytic acid', 'glyceryl polyacrylate', 'sorbitan isostearate', 'tocopherol']"
Moisturizer,Rose Floral Toner,40,FRESH,"['snail secretion filtrate', 'betaine', 'capric triglyceride', 'cetearyl olivate', 'sorbitan olivate', 'sodium hyaluronate', 'cetearyl alcohol', 'stearic acid', 'arganine', 'dimethicon', 'carbomer', 'panthenol', 'allantoin', 'sodium polyacrylate', 'xanthan gum', 'ethyl hexanediol', 'adenosine', 'phenoxyethanol']"
Moisturizer,High-Potency Night-a-Mins™ Oil-Free Resurfacing Cream with Fruit-Derived AHAs,45,ORIGINS,"['glycerin', 'butylene glycol', 'dimethicon', 'pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate', 'propanediol', 'tricaprylin', 'glyceryl stearate se', 'cetyl alcohol', 'silica', 'myristyl myristate', 'peg-100 stearate', 'butyrospermum parkii', 'copernicia cerifera wax', 'hydrogenated polyisobutene', 'hydrogenated polydecene', 'behenyl alcohol', 'dimethylacrylamide/sodium acryloyldimethyltaurate crosspolymer', 'isostearic acid', 'stearyl alcohol', 'urea', 'glucosamine hcl', 'algae extract', 'saccharomyces cerevisiae extract', 'sodium pca', 'allantoin', 'ethylhexyl glycerin', 'lauryl betaine', 'sodium citrate', 'disodium edta', 'sorbitan tristearate', 'phytosteryl', 'alcohol', 'citric acid', 'carbomer', 'polysorbate-20', 'sodium hyaluronate', 'hypericum erectum extract', 'palmitoyl tetrapeptide-7', 'palmitoyl tripeptide-1', 'ceramide np', 'tocopherol', 'parfum', 'geraniol', 'limonene', 'linalool', 'citral', 'sodium benzoate', 'phenoxyethanol']"
Moisturizer,Amazonian Clay BB Tinted Moisturizer Broad Spectrum SPF 20 Sunscreen,36,TARTE,"['homosalate', 'alcohol denat', 'butyl methoxydibenzoylmethane', 'ethylhexyl salicylate', 'ethylhexyl triazone', 'bis-ethylhexyloxyphenol methoxyphenyl triazine', 'butylene glycol', 'dicaprylate', 'tapioca starch', 'distarch phosphate', 'c12-15', 'phenylbenzimidazole sulfonic acid', 'isobutylamido thiazolyl resorcinol', 'glycyrrhiza inflata root extract', 'tocopherol', 'glucosylrutin', 'isoquercitrin', 'glycerin', 'cetyl alcohol', 'stearyl alcohol', 'sodium chloride', 'xanthan gum', 'carbomer', 'sodium hydroxide', 'glyceryl stearate', 'sodium stearoyl glutamate', 'dimethicon', 'phenoxyethanol', 'trisodium edta', 'parfum']"
Moisturizer,Moisture Surge Intense Skin Fortifying Hydrator,39,CLINIQUE,"['isododecane', 'butylene glycol', 'polypropylene', 'dimethicon', 'bis-peg-18 methyl ether dimethyl', 'glycerin', 'ammonium acryloyldimethyltaurate/vp', 'polygonum cuspidatum root extract', 'cucumis sativus extract', 'laminaria saccharina extract', 'hordeum vulgare extract', 'saccharomyces lysate extract', 'lactobacillus', 'helianthus annuus seed oil', 'caffeinee', 'sodium hyaluronate', 'trehalose', 'oleth-10', 'caprylyl glycol', 'polysilicone-11', 'tocopheryl acetate', 'propylene glycol dicoco-caprylate', 'hexylene glycol', 'laureth-23', 'laureth-4', 'acrylates/c10-30 alkyl', 'silica', 'disodium edta', 'phenoxyethanol', 'ci 15985', 'ci 14700', 'ci 19140']"
Moisturizer,Argan Daily Moisturizer SPF 47,32,JOSIE MARAN,"['aloe barbadenis extract', 'sesamium indicum seed oil', 'cetearyl alcohol', 'glycerin', 'cetyl alcohol', 'ceteareth 20', 'rosa canina flower oil', 'theobroma cacao extract', 'butyrospermum parkii', 'simmondsia chinensis leaf extract', 'persea gratissima oil', 'triticum vulgare bran extract', 'tocopherol', 'cucumis sativus extract', 'chamomilla recutita flower oil', 'vanillin', 'vanilla planifolia extract', 'phenoxyethanol', 'benzyl alcohol']"
Moisturizer,Water Bank Essence,36,LANEIGE,"['ethylhexyl methoxycinnamate', 'sodium lactate', 'homosalate', 'lactic acid', 'cetearyl alcohol', 'glyceryl stearate', 'peg-100 stearate', 'dimethicon', 'glycerin', 'stearyl alcohol', 'hexylene glycol', 'niacinamide', 'titanium dioxide', 'ceteareth 20', 'phenoxyethanol', 'parfum', 'sodium saccharin', 'tocopheryl acetate', 'panthenol', 'alumina', 'ethylhexyl glycerin', 'glycyrrhiza glabra root extract', 'morus nigra extract', 'arbutin', 'disodium edta', 'simethicone', 'glyceryl oleate', 'ascorbyl palmitate', 'tocopherol', 'ascorbic acid', 'citric acid', 'citronellol', 'linalool', 'hydroxyisohexyl 3-cyclohexene']"
Moisturizer,Double-Duty Face Moisturizer Broad Spectrum SPF 20,28,JACK BLACK,"['cocos nucifera fruit extract', 'glucose', 'c12-15', 'maltodextrin', 'cyclopentasiloxane', 'butylene glycol', 'glycerin', 'capric triglyceride', 'ci 77019', 'sodium acrylate/sodium acryloyldimethyl taurate copolymer', 'cocos nucifera fruit extract', 'selaginella lepidophylla extract', 'prunus armeniaca fruit extract', 'pyrus malus flower extract', 'vanilla planifolia extract', 'hydrolyzed quinoa', 'coffea arabica seed extract', 'dipteryx odorata bean extract', 'saccharomyces/copper ferment', 'saccharomyces/iron ferment', 'saccharomyces/magnesium ferment', 'saccharomyces/silicon ferment', 'saccharomyces/zinc ferment', 'camellia sinensis extract', 'chrysanthemum parthenium (feverfew) extract', 'glycyrrhiza glabra root extract', 'ethylhexyl glycerin', 'sorbitan oleate', 'dimethicon crosspolymer', 'isohexadecane', 'acrylates/c10-30 alkyl', 'polysorbate 80', 'lactobacillus', 'leuconostoc/radish root ferment filtrate', 'phenoxyethanol', 'disodium edta', 'ci 77861', 'benzyl alcohol', 'potassium sorbate', 'sodium benzoate', 'sodium hydroxide', 'titanium dioxide', 'ci 77491']"
Moisturizer,Watermelon Pink Juice Moisturizer,39,GLOW RECIPE,"['butyrospermum parkii', 'glycerin', 'octyldodecanol', 'paraffinum liquidum', 'cetearyl alcohol', 'dimethicon', 'isododecane', 'methyl gluceth-20', 'pentylene glycol', 'silica', 'cetyl esters', 'cetearyl glucoside', 'glyceryl stearate', 'peg-100 stearate', 'benzoic acid', 'capric triglyceride', 'ethylhexyl glycerin', 'parfum', 'hydrogenated starch hydrolysate', 'polyacrylate-13', 'polyisobutene', 'polysorbate-20', 'ribes rubrum (currant) fruit extract (ribes rubrum fruit extract)', 'rubus idaeus extract', 'sodium benzoate', 'sodium hydroxide', 'sorbitan isostearate', 'tocopherol', 'tocopheryl glucoside', 'vaccinium myrtillus extract', 'xanthan gum']"
Moisturizer,The Concentrate Mini,190,LA MER,"['anthemis nobilis flower water', 'camellia oleifera seed oil', 'cetearyl ethylhexanoate', 'myristyl myristate', 'cetearyl alcohol', 'sesamium indicum seed oil', 'butyrospermum parkii', 'cetearyl glucoside', 'glycerin', 'capric triglyceride', 'triheptanoin', 'oryzanol', 'helianthus annuus seed oil', 'phenoxyethanol', 'vaccinium macrocarpon fruit extract', 'ribes nigrum bud oil', 'bisabolol', 'calendula officinalis extract', 'laminaria ochroleuca extract', 'cassia alata leaf extract', 'pueraria lobata extract', 'carbomer', 'sodium hydroxymethylglycinate', 'hippophae rhamnoides extract', 'citrus nobilis oil', 'pelargonium graveolens extract', 'cinnamomum camphora bark oil', 'anthemis nobilis flower water', 'limonene', 'citronellol', 'geraniol', 'linalool', 'tocopherol']"
Moisturizer,The Moisturizing Cool Gel Cream,175,LA MER,"['ethylhexyl methoxycinnamate', 'sodium lactate', 'homosalate', 'lactic acid', 'cetearyl alcohol', 'glyceryl stearate', 'peg-100 stearate', 'dimethicon', 'glycerin', 'stearyl alcohol', 'hexylene glycol', 'niacinamide', 'titanium dioxide', 'ceteareth 20', 'phenoxyethanol', 'sucrose palmitate', 'tocopheryl acetate', 'parfum', 'sodium saccharin', 'panthenol', 'glyceryl linoleate', 'alumina', 'ethylhexyl glycerin', 'glycyrrhiza glabra root extract', 'morus nigra extract', 'disodium edta', 'simethicone', 'glyceryl oleate', 'sodium hyaluronate', 'potassium sorbate', 'ascorbyl palmitate', 'tocopherol', 'citric acid', 'citronellol', 'linalool', 'hydroxyisohexyl 3-cyclohexene']"
Moisturizer,Renewed Hope in A Jar Refreshing & Refining Moisturizer,39,PHILOSOPHY,"['aloe barbadenis extract', 'octocrylene', 'ethylhexyl salicylate', 'ethylhexyl palmitate', 'capric triglyceride', 'butyl methoxydibenzoylmethane', 'glycerin', 'sodium polyacrylate', 'sorbitan stearate', 'pentaerythrityl distearate', 'phenoxyethanol', 'sodium stearoyl glutamate', 'benzoic acid', 'carbomer', 'tocopherol', 'mannan', 'dehydroacetic acid', 'camellia sinensis extract', 'sodium hydroxide', 'citrus aurantium bergamia', 'citrus limon juice extract', 'potassium sorbate', 'artemisia vulgaris oil', 'juniperus virginiana wood oil', 'pelargonium graveolens extract', 'pogostemon cablin flower extract', 'pogostemon cablin flower extract', 'citric acid', 'citrus aurantifolia oil', 'vetiveria zizanoides root oil', 'zingiber officinale root oil', 'citronellol', 'limonene', 'linalool']"
Moisturizer,Cold Plasma Sub-D Firming Neck Treatment,135,PERRICONE MD,"['homosalate', 'octocrylene', 'cyclomethicone', 'c12-15', 'butyl methoxydibenzoylmethane', 'ethylhexyl salicylate', 'isostearyl neopentanoate', 'ethylhexyl triazone', 'cyclohexasiloxane', 'ceteareth 20', 'cetearyl alcohol', 'caprylyl glycol', 'glycerin', 'peg-40 stearate', 'silica', 'triethanolamine', 'ammonium acryloyldimethyltaurate/vp', 'xanthan gum', 'cetyl dimethicon', 'caprylhydroxamic acid', 'citric acid', 'disodium edta', 'panthenol', 'tocopherol']"
Moisturizer,Rénergie Lift Multi-Action Night,122,LANCÔME,"['prunus armeniaca fruit extract', 'simmondsia chinensis leaf extract', 'carthamus tinctorius extract', 'cetearyl alcohol', 'glycerin', 'rosa canina flower oil', 'butyrospermum parkii', 'cetearyl glucoside', 'leptospermum scoparium leaf extract', 'sodium levulinate', 'tocopherol', 'chamomilla recutita flower oil', 'lavandula angustifolia', 'sodium anisate', 'pelargonium graveolens extract', 'lactic acid', 'glyceryl stearate citrate', 'sodium lauroyl']"
Moisturizer,GENIUS Ultimate Anti-Aging Cream,112,ALGENIST,"['glycerin', 'alcohol denat', 'ethylhexyl salicylate', 'homosalate', 'butyl methoxydibenzoylmethane', 'octocrylene', 'pentylene glycol', 'caprylyl methicone', 'biosaccharide', 'ammonium acryloyldimethyltaurate/vp', 'cucumis sativus extract', 'sodium hyaluronate', 'thermus thermophillus ferment', 'ethylbisiminomethylguaiacol manganese chloride', 'ergothioneine', 'tocopheryl acetate', 'tetrahexyldecyl ascorbate', 'cyclodextrin', 'psidium guajava (guava) fruit extract', 'fumaria officinalis flower/leaf/stem extract', 'caffeinee', 'narcissus tazetta bulb extract', 'polygonum cuspidatum root extract', 'algae extract', 'citrus limon juice extract', 'helianthus annuus seed oil', 'vitis vinifera extract', 'triticum vulgare bran extract', 'hordeum vulgare extract', 'gentiana lutea (gentian) root extract', 'linoleic acid', 'cholesterol', 'glycyrrhetinic acid', 'saccharomyces lysate extract', 'palmitoyl hydroxypropyltrimonium amylopectin/glycerin crosspolymer', 'artemia extract', 'propylene glycol dicoco-caprylate', 'fumaric acid', 'ethylhexyl glycerin', 'propanediol', 'squalene', 'acrylates/c10-30 alkyl', 'butylene glycol', 'citric acid', 'sodium hydroxide', 'parfum', 'disodium edta', 'bht', 'phenoxyethanol', 'ci 42090']"
Moisturizer,Your Skin But Better™ CC+ Airbrush Perfecting Powder™ with SPF 50+,35,IT COSMETICS,"['propanediol', 'diheptyl succinate', 'glycerin', 'cetearyl alcohol', 'borago officinalis seed oil', 'persea gratissima oil', 'glyceryl stearate citrate', 'humulus lupulus extract', 'echinacea purpurea extract', 'phenoxyethanol', 'sodium polyacrylate', 'cetearyl glucoside', 'caprylyl glycol', 'parfum', 'capryloyl glycerin/sebacic acid copolymer', 'tocopherol', 'xanthan gum', 'trisodium ethylenediamine disuccinate', 'hydrolyzed sodium hyaluronate', 'citric acid', 'benzyl salicylate', 'limonene', 'linalool', 'citronellol', 'eugenol', 'benzoic acid', 'dehydroacetic acid', 'aspartic acid', 'sodium hydroxide', 'sodium chloride']"
Moisturizer,Cicapair™ Tiger Grass Cream,48,DR. JART+,"['peg-8', 'dicaprylyl carbonate', 'glycerin', 'diheptyl succinate', 'capryloyl glycerin/sebacic acid copolymer', 'sodium polyacrylate', 'phenoxyethanol', 'hydroxyacetophenone', 'parfum', 'disodium edta', 'chondrus crispus extract', 'buglossoides arvensis seed oil', 'benzyl benzoate', 'glyceryl acrylate/acrylic acid copolymer', 'benzyl alcohol', 'linalool', 'maltodextrin', 'limonene', 'lithothamnion calcareum extract', 'tocopherol', 'veronica officinalis extract', 'hexyl cinnamal', 'dehydroacetic acid', 'nyctanthes arbor-tristis (indian night jasmine) flower extract', 'cananga odorata flower oil', 'citrus aurantium dulcis', 'myristica fragrans extract', 'gardenia florida fruit extract', 'hydrolyzed yeast protein', 'sodium benzoate', 'citric acid', 'citrus aurantium amara flower water', 'citrus aurantium amara flower water', 'coriandrum sativum extract', 'benzoic acid', 'ethylhexyl glycerin']"
Moisturizer,Dramatically Different Hydrating Jelly,28,CLINIQUE,"['homosalate', 'tapioca starch', 'polysilicone-11', 'ethylhexyl salicylate', 'octocrylene', 'methyl methacrylate crosspolymer', 'butyl methoxydibenzoylmethane', 'propanediol', 'butylene glycol', 'coconut alkanes', 'cetearyl alcohol', 'c20-22', 'enantia chlorantha bark extract', 'butyl avocadate', 'retinyl palmitate', 'tocopheryl acetate', 'ascorbyl palmitate', 'sodium hyaluronate', 'allantoin', 'zinc gluconate', 'glycerin', 'oleanolic acid', 'urea', 'yeast amino acids', 'trehalose', 'inositol', 'taurine', 'betaine', 'coco-caprylate', 'hydrogenated lecithin', 'coco-glucoside', 'c20-22', 'laureth-12', 'polyacrylate crosspolymer-6', 'sodium hydroxide', 'disodium edta', 'ethylhexyl glycerin', 'phenoxyethanol', 'parfum', 'limonene', 'linalool', 'citral']"
Moisturizer,Whipped Argan Oil Face Butter,40,JOSIE MARAN,"['squalene', 'glycerin', 'isostearyl neopentanoate', 'butyrospermum parkii', 'butylene glycol', 'peg-100 stearate', 'cetyl alcohol', 'dimethicon', 'polyethylene', 'glyceryl stearate', 'cucumis sativus extract', 'hordeum vulgare extract', 'sigesbeckia orientalis extract', 'whey protein', 'caffeinee', 'acetyl hexapeptide-8', 'sucrose', 'petrolatum', 'sodium polyacrylate', 'acetyl glucosamine', 'caprylyl glycol', 'propylene glycol dicoco-caprylate', 'helianthus annuus seed oil', 'glyceryl polymethacrylate', 'palmitoyl oligopeptide', 'tocopheryl acetate', 'sodium hyaluronate', 'dimethicon crosspolymer-3', 'hexylene glycol', 'ptfe', 'peg-8', 'xanthan gum', 'disodium edta', 'phenoxyethanol']"
Moisturizer,Nurture Me™ Moisturizing Crème,40,OLEHENRIKSEN,"['ammonium lactate', 'octyldodecanol', 'cetearyl alcohol', 'c12-15', 'squalene', 'theobroma cacao extract', 'butyrospermum parkii', 'glyceryl stearate', 'cetyl alcohol', 'camelina sativa seed oil', 'peg-75 stearate', 'parfum', 'sodium benzoate', 'xanthan gum', 'ceteth-20', 'steareth-20', 'glycerin', 'peg-100 stearate', 'disodium edta', 'potassium sorbate', 'pentylene glycol', 'hydrolyzed lactis proteinum', 'lactic acid', 'serine', 'sodium lactate', 'sorbitol', 'urea', 'linalool', 'citronellol', 'citrus aurantium dulcis', 'limonene', 'coumarin', 'juniperus mexicana oil', 'alpha-isomethyl ionone', 'sodium chloride', 'pelargonium graveolens extract', 'geraniol', 'allantoin', 'sodium hydroxide', 'tocopherol']"
Moisturizer,Benefiance WrinkleResist24 Balancing Softener Enriched,45,SHISEIDO,"['glycerin', 'capric triglyceride', 'tocopheryl acetate', 'helianthus annuus seed oil', 'stearic acid', 'cetyl alcohol', 'benzyl alcohol', 'glyceryl stearate se', 'persea gratissima oil', 'prunus amygdalus dulcis', 'triticum vulgare bran extract', 'aloe barbadenis extract', 'citrus grandis', 'ascorbic acid', 'carbomer', 'potassium cetyl phosphate', 'potassium hydroxide', 'sorbic acid', 'potassium sorbate', 'sodium benzoate']"
